selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,brand,model,car_age,km_per_year
340000,10000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,KWID RXT Optional,3,3333.3333333333335
1040000,1620,Petrol,Individual,Manual,First Owner,19.01,1462.0,103.2,6.0,Maruti,XL6 Alpha,2,810.0
750000,30000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.76,5.0,Hyundai,i20 Active SX Diesel,3,10000.0
600000,70000,Diesel,Individual,Manual,First Owner,18.49,2179.0,120.0,9.0,Mahindra,TUV 300 Plus P4 BSIV,3,23333.333333333332
550000,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra,Bolero 2011-2019 DI - AC BS III,5,14000.0
600000,95000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.57,7.0,Toyota,Innova 2.5 EV (Diesel) PS 7 Seater BS IV,8,11875.0
550000,50000,Diesel,Individual,Manual,First Owner,24.7,1047.0,69.0,5.0,Tata,Tigor 1.05 Revotorq XZ Option,4,12500.0
750000,160000,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5.0,Honda,City i DTEC VX Option,6,26666.666666666668
450000,10000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,Hyundai,Santro Magna BSIV,2,5000.0
400000,100000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,Maruti,Ertiga VDI,9,11111.111111111111
520000,50000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0,Maruti,Swift VDI Optional,5,10000.0
199000,60000,Petrol,Individual,Manual,Second Owner,20.2,998.0,67.1,5.0,Maruti,Alto K10 Knightracer,8,7500.0
150000,110000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5.0,Chevrolet,Beat Diesel LT,9,12222.222222222223
540000,80000,Diesel,Individual,Manual,Third Owner,21.19,1396.0,88.73,5.0,Hyundai,i20 Active 1.4 SX with AVN,5,16000.0
250000,85000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5.0,Maruti,SX4 ZDI,10,8500.0
200000,90000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,Maruti,Wagon R LXI Minor,11,8181.818181818182
130000,90000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0,Tata,Indica V2 2001-2011 eLX,10,9000.0
90000,90000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti,800 AC,14,6428.571428571428
450000,120000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 SX,9,13333.333333333334
280000,120000,Diesel,Individual,Manual,First Owner,18.1,1493.0,110.0,5.0,Hyundai,Verna CRDi SX ABS,12,10000.0
280000,160000,Diesel,Individual,Manual,Second Owner,13.93,2956.0,138.1,7.0,Tata,New Safari 3L Dicor LX 4x2,14,11428.57142857143
120000,141000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,Maruti,Zen LXI,15,9400.0
290000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,Maruti,Swift Ldi BSIII,13,7692.307692307692
1000000,15000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5.0,Hyundai,Creta 1.4 EX Diesel,2,7500.0
415000,108000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,Maruti,Swift Dzire VDi,9,12000.0
415000,108000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI,9,12000.0
240000,55000,Diesel,Individual,Manual,First Owner,25.44,936.0,56.3,5.0,Chevrolet,Beat Diesel LT,6,9166.666666666666
250000,37944,Diesel,Individual,Manual,First Owner,18.4,1248.0,75.0,5.0,Tata,Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,11,3449.4545454545455
175000,90400,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,Ford,Figo Diesel EXI,10,9040.0
220000,85000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5.0,Hyundai,Verna CRDi SX,13,6538.461538461538
85000,120000,Diesel,Individual,Manual,Third Owner,20.8,1527.0,58.0,5.0,Maruti,Zen D,18,6666.666666666667
675000,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,Maruti,Swift Dzire VXI 1.2,2,2500.0
535000,50000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,Renault,Duster 85PS Diesel RxL,5,10000.0
675000,5000,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,7.0,Renault,Triber RXZ BSIV,2,2500.0
800000,90000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza ZDi Plus Dual Tone,5,18000.0
425000,96000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7.0,Maruti,Ertiga ZDI,9,10666.666666666666
150000,80000,Petrol,Individual,Manual,Third Owner,15.37,1196.0,73.0,5.0,Maruti,Eeco 5 Seater AC BSIV,10,8000.0
90000,60000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,5.0,Maruti,Zen Estilo 1.1 LXI BSIII,14,4285.714285714285
850000,90000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W6 2WD,6,15000.0
330000,193623,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,13,14894.076923076924
850000,63186,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,i20 1.4 Asta Option,4,15796.5
305000,219000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,Mahindra,Bolero SLX,13,16846.153846153848
910000,110000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,7.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater,8,13750.0
1100000,151000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,Toyota,Innova 2.5 VX 8 STR,9,16777.777777777777
675000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,Maruti,Baleno Zeta Automatic,2,2500.0
150000,91500,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,Alto LXi BSIII,11,8318.181818181818
550000,23000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,Swift VDI BSIV,6,3833.3333333333335
350000,40000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,Volkswagen,Vento Diesel Highline,9,4444.444444444444
300000,70000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,Maruti,Ritz VDi,9,7777.777777777777
1745000,10000,Diesel,Individual,Automatic,First Owner,11.36,2755.0,171.5,7.0,Toyota,Innova Crysta 2.8 GX AT BSIV,3,3333.3333333333335
611000,90000,Diesel,Individual,Manual,Second Owner,14.0,2523.0,75.0,7.0,Mahindra,Scorpio 2009-2014 EX 2WD 7S,7,12857.142857142857
400000,68000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5.0,Honda,Brio S MT,5,13600.0
700000,120000,Diesel,Individual,Manual,First Owner,22.7,1582.0,126.24,5.0,Hyundai,Elantra CRDi SX,8,15000.0
300000,65000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5.0,Chevrolet,Sail Hatchback LS ABS,8,8125.0
65000,85000,Petrol,Individual,Manual,First Owner,15.3,1341.0,83.0,5.0,Hyundai,Getz GLS,16,5312.5
200000,94000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5.0,Maruti,Wagon R VXI BS IV,10,9400.0
650000,100000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,i20 Asta Option 1.4 CRDi,6,16666.666666666668
650000,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,i20 Asta Option 1.4 CRDi,6,13333.333333333334
350000,80000,Diesel,Individual,Manual,Third Owner,22.07,1199.0,73.9,5.0,Volkswagen,Polo Diesel Trendline 1.2L,8,10000.0
75000,140500,Diesel,Individual,Manual,Third Owner,17.88,1396.0,52.8,5.0,Tata,Indica V2 DL BSIII,10,14050.0
240000,143000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,Maruti,Swift Dzire VXi,11,13000.0
240000,60000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,Maruti,Alto K10 2010-2014 VXI,8,7500.0
180000,120000,Diesel,Individual,Manual,Second Owner,18.4,1248.0,75.0,5.0,Tata,Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,10,12000.0
900000,80000,Diesel,Individual,Automatic,Second Owner,13.01,2199.0,194.3,7.0,Hyundai,Santa Fe 4WD AT,7,11428.57142857143
425000,63000,Diesel,Individual,Manual,Second Owner,18.06,2523.0,63.0,7.0,Mahindra,Thar DI 4X4,7,9000.0
95000,120000,Petrol,Individual,Manual,Third Owner,18.0,995.0,62.0,5.0,Chevrolet,Spark 1.0 LT,12,10000.0
811000,100000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti,Swift Dzire VDI,3,33333.333333333336
1100000,60000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5.0,Hyundai,Verna VTVT 1.6 SX Option,3,20000.0
600000,90000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,9.0,Chevrolet,Tavera Neo 3 LT 9 Seats BSIII,8,11250.0
550000,50000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,Maruti,Ertiga VDI,7,7142.857142857143
715000,70000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,Mahindra,Scorpio S4 Plus 4WD,6,11666.666666666666
300000,40000,Diesel,Individual,Manual,First Owner,19.33,1248.0,82.0,5.0,Mahindra,Xylo E8 BS4,11,3636.3636363636365
100000,120000,Diesel,Individual,Manual,Third Owner,16.1,1405.0,70.0,5.0,Tata,Indigo LS BSII,15,8000.0
500000,195000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,8.0,Mahindra,Scorpio EX,8,24375.0
350000,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,Wagon R Stingray VXI,8,5000.0
100000,40000,Diesel,Individual,Manual,First Owner,16.8,1405.0,62.0,5.0,Tata,Indica V2 DLS TC,13,3076.923076923077
325000,120000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,Tata,Safari DICOR 2.2 EX 4x2,9,13333.333333333334
220000,360003,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,Maruti,Wagon R LXI BS IV,9,40000.333333333336
55000,60000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,800 AC,22,2727.2727272727275
330000,20000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,KWID RXT,5,4000.0
480000,37000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,Bolero 2011-2019 EX NON AC,7,5285.714285714285
950000,57000,Diesel,Individual,Manual,Second Owner,25.1,1248.0,88.5,5.0,Maruti,S-Cross 2017-2020 Zeta DDiS 200 SH,3,19000.0
300000,110000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5.0,Hyundai,Verna Transform SX VGT CRDi,10,11000.0
170000,110000,Petrol,Individual,Manual,Fourth & Above Owner,13.9,1599.0,103.2,5.0,Hyundai,Verna Xi (Petrol),15,7333.333333333333
850000,120000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.57,8.0,Toyota,Innova 2.5 EV (Diesel) PS 8 Seater BS IV,8,15000.0
900000,8079,Diesel,Dealer,Manual,First Owner,24.7,1047.0,69.0,5.0,Tata,Tigor 2017-2020 XZ Plus Diesel,2,4039.5
1325000,114368,Diesel,Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,Toyota,Innova 2.5 Z Diesel 7 Seater BS IV,6,19061.333333333332
350000,79990,Diesel,Dealer,Manual,Second Owner,17.8,1399.0,67.0,5.0,Ford,Fiesta Classic 1.4 Duratorq CLXI,9,8887.777777777777
425000,81632,Diesel,Dealer,Manual,First Owner,20.0,1399.0,68.0,5.0,Ford,Figo Diesel Titanium,9,9070.222222222223
600000,155201,Diesel,Dealer,Manual,First Owner,26.1,1498.0,99.23,5.0,Ford,Aspire Titanium Diesel BSIV,5,31040.2
750000,101504,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,Ford,Ecosport 1.5 DV5 MT Titanium,7,14500.57142857143
450000,90165,Diesel,Dealer,Manual,First Owner,17.8,1399.0,67.0,5.0,Ford,Fiesta Classic 1.4 Duratorq CLXI,9,10018.333333333334
325000,86017,Diesel,Dealer,Manual,Second Owner,25.5,1498.0,99.23,5.0,Ford,Figo Titanium Diesel BSIV,11,7819.727272727273
900000,85036,Diesel,Dealer,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD,8,10629.5
350000,160254,Diesel,Dealer,Manual,Second Owner,19.33,1248.0,82.0,5.0,Fiat,Punto 1.3 Emotion,8,20031.75
600000,125531,Diesel,Dealer,Manual,Second Owner,22.77,1498.0,98.59,5.0,Ford,EcoSport 1.5 TDCi Titanium BSIV,8,15691.375
1100000,10000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5.0,Hyundai,Verna VTVT 1.6 SX Option,2,5000.0
520000,20000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata,Tiago 1.2 Revotron XZ,4,5000.0
885000,170000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,Mahindra,Scorpio S10 7 Seater,6,28333.333333333332
950000,40000,Diesel,Individual,Automatic,First Owner,21.5,1497.0,108.5,5.0,Tata,Nexon 1.5 Revotorq XZA Plus DualTone,3,13333.333333333334
229999,120000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5.0,Honda,City 1.5 E MT,13,9230.76923076923
409999,100000,Diesel,Individual,Manual,Third Owner,23.2,1248.0,73.94,5.0,Maruti,Ritz VDi,8,12500.0
300000,110000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0,Ford,Fiesta EXi 1.4 TDCi Ltd,10,11000.0
175000,120000,Diesel,Individual,Manual,Third Owner,16.8,1405.0,68.0,5.0,Tata,Indica V2 DLG TC,13,9230.76923076923
108000,206000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,Maruti,Alto LX,21,9809.52380952381
425000,40000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5.0,Maruti,Celerio ZXI,4,10000.0
272000,170000,Diesel,Individual,Manual,Fourth & Above Owner,16.52,1991.0,123.7,5.0,Chevrolet,Optra Magnum 2.0 LS,10,17000.0
310000,70000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,Hyundai,i10 Magna 1.1L,8,8750.0
1125000,105000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,Hyundai,Creta 1.4 CRDi S Plus,4,26250.0
450000,46000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,81.86,5.0,Hyundai,Xcent 1.2 Kappa S Option,7,6571.428571428572
388000,80000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5.0,Volkswagen,Polo Diesel Highline 1.2L,10,8000.0
400000,60000,Petrol,Individual,Manual,First Owner,16.2,1599.0,103.2,5.0,Hyundai,Verna Transform SX VTVT,10,6000.0
760000,70000,Diesel,Individual,Manual,Third Owner,25.1,1498.0,98.6,5.0,Honda,City i DTEC VX,6,11666.666666666666
120000,90000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,Alto LXi,12,7500.0
757000,25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti,Swift Dzire VDI,2,12500.0
270000,53000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,Maruti,Alto 800 VXI,6,8833.333333333334
250000,90000,Diesel,Individual,Manual,Second Owner,13.55,2179.0,118.35,7.0,Tata,Sumo MKII GX BS IV,10,9000.0
800000,60000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,Toyota,Innova Crysta 2.5 VX BS IV,10,6000.0
1380000,150000,Diesel,Individual,Manual,First Owner,13.0,2982.0,168.5,7.0,Toyota,Fortuner 4x2 Manual,7,21428.571428571428
700000,24000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,Mahindra,Thar CRDe AC,7,3428.5714285714284
450000,100000,Diesel,Individual,Manual,Second Owner,24.2,1498.0,98.6,7.0,Honda,Mobilio S i DTEC,5,20000.0
650000,6000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,Mahindra,KUV 100 G80 K8,3,2000.0
950000,49700,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD,8,6212.5
626000,80000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,Toyota,Innova 2.5 E Diesel MS 7-seater,14,5714.285714285715
200000,100000,Diesel,Individual,Manual,First Owner,19.33,1248.0,82.0,5.0,Toyota,Qualis Fleet A3,21,4761.9047619047615
600000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,Maruti,Swift Dzire AMT VXI,2,5000.0
290000,21000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,KWID RXT Optional,2,10500.0
215000,25000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,Maruti,Alto K10 2010-2014 VXI,8,3125.0
250000,22000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,KWID RXT Optional,5,4400.0
750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,Maruti,Ertiga SHVS ZDI Plus,4,12500.0
250000,20000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,Maruti,Alto K10 VXI,5,4000.0
950000,15000,Petrol,Individual,Automatic,First Owner,15.4,1497.0,117.3,7.0,Honda,BRV i-VTEC V CVT,4,3750.0
793000,30000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,Ford,Figo Aspire 1.5 TDCi Titanium,3,10000.0
750000,74000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,Hyundai,Creta 1.6 CRDi SX Option,6,12333.333333333334
725000,6550,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,5.0,Honda,Jazz V CVT,4,1637.5
480000,30000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,Hyundai,Grand i10 CRDi Sportz,5,6000.0
3750000,56000,Diesel,Dealer,Automatic,First Owner,11.2,2993.0,241.0,4.0,BMW,X6 xDrive30d,8,7000.0
795000,41779,Petrol,Dealer,Manual,First Owner,21.21,1197.0,81.8,5.0,Maruti,Swift Dzire ZXI Plus,3,13926.333333333334
625000,54000,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5.0,Honda,Jazz 1.2 V i VTEC,5,10800.0
2900000,31000,Diesel,Dealer,Automatic,First Owner,13.0,2143.0,204.0,5.0,Mercedes-Benz,E-Class E250 CDI Avantgarde,5,6200.0
625000,37000,Diesel,Individual,Automatic,First Owner,26.8,1248.0,74.0,5.0,Maruti,Ignis 1.3 AMT Zeta,4,9250.0
440000,90000,Diesel,Individual,Automatic,Second Owner,18.1,1991.0,147.9,4.0,Chevrolet,Cruze LTZ AT,10,9000.0
1400000,13534,Petrol,Dealer,Manual,First Owner,14.28,1798.0,138.03,5.0,Toyota,Corolla Altis 1.8 G,3,4511.333333333333
1450000,7000,Petrol,Dealer,Automatic,Second Owner,14.53,1794.0,138.1,5.0,Toyota,Corolla Altis 1.8 VL AT,4,1750.0
2700000,23000,Diesel,Dealer,Automatic,First Owner,17.9,2143.0,136.0,5.0,Mercedes-Benz,GLA Class 200 CDI SPORT,4,5750.0
1925000,43000,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,8.0,Toyota,Innova Crysta 2.8 GX AT 8S BSIV,2,21500.0
1900000,5000,Diesel,Dealer,Automatic,First Owner,17.8,1493.0,113.4,5.0,Kia,Seltos HTX Plus AT D,1,5000.0
844999,70000,Diesel,Dealer,Manual,First Owner,28.09,1248.0,88.5,5.0,Maruti,Ciaz RS ZDi Plus SHVS,4,17500.0
650000,99000,Diesel,Dealer,Automatic,First Owner,21.66,1498.0,103.52,5.0,Skoda,Rapid 1.5 TDI AT Style Plus,5,19800.0
750000,15000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,Maruti,Swift ZXI 2018,3,5000.0
6000000,28156,Diesel,Dealer,Automatic,First Owner,17.09,2993.0,261.4,4.0,BMW,6 Series GT 630d Luxury Line,3,9385.333333333334
610000,30000,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5.0,Honda,Jazz 1.2 SV i VTEC,6,5000.0
2940000,100000,Diesel,Dealer,Automatic,First Owner,12.9,2755.0,174.5,7.0,Toyota,Fortuner 2.8 2WD AT BSIV,3,33333.333333333336
1150000,63309,Diesel,Dealer,Manual,First Owner,19.67,1582.0,126.2,5.0,Hyundai,Creta 1.6 CRDi SX,4,15827.25
1825000,94000,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,7.0,Toyota,Innova Crysta 2.8 ZX AT BSIV,5,18800.0
890000,29000,Petrol,Dealer,Automatic,First Owner,17.4,1197.0,81.86,5.0,Hyundai,Elite i20 Asta Option CVT BSIV,3,9666.666666666666
385000,155000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.01,5.0,Tata,Indigo CS eLX BS IV,4,38750.0
400000,35000,Petrol,Individual,Automatic,First Owner,23.1,998.0,67.04,5.0,Maruti,Celerio ZXI AT,5,7000.0
550000,50000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai,Grand i10 1.2 CRDi Sportz Option,3,16666.666666666668
270000,185000,Diesel,Individual,Manual,First Owner,14.8,2499.0,80.0,7.0,Chevrolet,Tavera Neo LS B3 - 7(C) seats BSIII,11,16818.18181818182
200000,175000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,Tata,Indigo CS LS (TDI) BS III,8,21875.0
310000,11500,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,KWID RXT Optional,5,2300.0
700000,3000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,Hyundai,Xcent 1.2 CRDi S,2,1500.0
480000,80000,Diesel,Individual,Manual,Second Owner,22.1,1248.0,74.0,5.0,Chevrolet,Sail LT ABS,6,13333.333333333334
90000,40000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,Alto LXI,16,2500.0
80000,40000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,Alto LXI,16,2500.0
350000,90000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,Maruti,Ritz VDi,6,15000.0
600000,100000,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5.0,Maruti,SX4 S Cross 2015-2017 DDiS 200 Zeta,4,25000.0
350000,120000,Diesel,Individual,Manual,Third Owner,13.5,2179.0,115.0,5.0,Mahindra,Scorpio M2DI,10,12000.0
770000,50000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza VDi Option,3,16666.666666666668
350000,25000,Diesel,Individual,Manual,First Owner,21.03,1461.0,65.0,5.0,Mahindra,Verito 1.5 D6 BSIV,9,2777.777777777778
600000,50000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,8.0,Mahindra,Scorpio VLX 2WD AIRBAG BSIV,10,5000.0
750000,71000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra,TUV 300 T8,5,14200.0
340000,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,Wagon R VXI BS IV,5,8000.0
650000,31800,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,Hyundai,Elite i20 Petrol Sportz,3,10600.0
300000,65000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz,7,9285.714285714286
204999,15000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,Maruti,Alto 800 LXI,7,2142.8571428571427
254999,70000,Diesel,Individual,Manual,Second Owner,20.8,1461.0,65.0,5.0,Mahindra,Verito 1.5 D4 BSIII,9,7777.777777777777
650000,5000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,Ford,Figo Aspire 1.2 Ti-VCT Titanium,4,1250.0
280000,50000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,Hyundai,EON Magna Plus,4,12500.0
100000,80000,Diesel,Individual,Manual,First Owner,17.2,1396.0,53.5,5.0,Tata,Indica V2 DLS,10,8000.0
575000,70000,Diesel,Individual,Manual,Second Owner,13.58,2499.0,72.4,9.0,Chevrolet,Tavera Neo 3 9 Str BSIII,7,10000.0
780000,40000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza VDi,4,10000.0
467000,157000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,Bolero 2011-2019 ZLX,8,19625.0
1050000,90000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,Mahindra,Scorpio S10 7 Seater,6,15000.0
225000,80000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,Hyundai,i10 Magna 1.1L,10,8000.0
90000,90000,Petrol,Individual,Manual,Third Owner,19.33,1248.0,82.0,5.0,Hyundai,Santro GLS I - Euro II,17,5294.117647058823
80000,80000,Petrol,Individual,Automatic,Third Owner,19.33,1248.0,82.0,5.0,Hyundai,Santro Xing XG AT eRLX Euro III,17,4705.882352941177
300000,80000,Diesel,Individual,Manual,First Owner,19.33,1248.0,82.0,5.0,Toyota,Etios Liva GD,9,8888.888888888889
260000,70000,Diesel,Individual,Manual,Second Owner,21.03,1461.0,65.0,5.0,Mahindra,Verito 1.5 D4 BSIV,9,7777.777777777777
90000,50000,Petrol,Individual,Manual,Second Owner,16.0,995.0,63.0,5.0,Chevrolet,Spark 1.0 E,12,4166.666666666667
280000,60000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,Ford,Figo Diesel ZXI,9,6666.666666666667
350000,106000,Diesel,Individual,Manual,Second Owner,20.8,1461.0,65.0,5.0,Mahindra,Verito 1.5 D4 BSIII,7,15142.857142857143
229999,80000,Diesel,Individual,Manual,Second Owner,10.5,2179.0,120.0,7.0,Mahindra,Scorpio 2.6 SLX Turbo 7 Seater,15,5333.333333333333
550000,80000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,63.0,9.0,Mahindra,Bolero 2011-2019 DI NON AC BS III White,5,16000.0
850000,110000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,8.0,Toyota,Innova 2.5 VX (Diesel) 8 Seater BS IV,8,13750.0
370000,120000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,7.0,Mahindra,Bolero DI,10,12000.0
250000,27000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,Maruti,Alto K10 LXI,8,3375.0
95000,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,Alto LXi,14,5000.0
180000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,Maruti,Wagon R LXI Minor,11,6363.636363636364
